index,0,1,2
13043,GLENN AUTRY,62,Passenger
13044,JOHN JACOB,62,Passenger
13045,E W ELLEFSEN,62,Passenger
13046,HARVEY JAGUAR,62,Passenger
13047,MISS ALINE,62,Passenger
13048,SEA OWL,62,Passenger
13049,PARTY GIRL,62,Passenger
13050,K-MARINE VI,62,Passenger
13051,PREDICTION,62,Passenger
13052,FLAG,62,Passenger
13053,WOLFE ISLANDER III,62,Passenger
13054,K-MARINE VII,62,Passenger
13055,KOLT LEVI,62,Passenger
13056,SEA LEVEL,62,Passenger
13057,SOUTHERN QUEST,62,Passenger
13058,ODYSSEA COUNT,63,Passenger
13059,SILVER LAKE,63,Passenger
13060,CEDAR ISLAND,63,Passenger
13061,DELAWARE RESPONDER,63,Passenger
13062,HAWAII RESPONDER,63,Passenger
13063,W C PARK RESPONDER,63,Passenger
13064,HENRY B BIGELOW,63,Passenger
13065,MISSISSIPPI RESPONDE,63,Passenger
13066,ALICE AUSTEN,63,Passenger
13067,FLORIDA RESPONDER,63,Passenger
13068,TEXAS RESPONDER,63,Passenger
13069,GULF COAST RESPONDER,63,Passenger
13070,TRANSPORT EXPRESS,63,Passenger
13071,UTOPIA IV,63,Passenger
13072,S T BENZ RESPONDER,63,Passenger
13073,LADY.ROMNEY,63,Passenger
13074,LOUISIANA RESPONDER,63,Passenger
13075,CHICHAGOF DREAM,63,Passenger
13076,PISCES,63,Passenger
13077,JIIMAAN,63,Passenger
13078,REUBEN LASKER,63,Passenger
13079,G L 175,64,Passenger
13080,SIR JOHN FRANKLIN,64,Passenger
13081,NEW JERSEY RESPONDER,64,Passenger
13082,CG DEPENDABLE,64,Passenger
13083,CG STEADFAST,64,Passenger
13084,C-TRUC 7,64,Passenger
13085,CAJUN IV,64,Passenger
13086,OREGON RESPONDER,64,Passenger
13087,CG DECISIVE,64,Passenger
13088,SUSAN CROSBY,64,Passenger
13089,SOUTHERN RESPONDER,64,Passenger
13090,SCOUT,64,Passenger
13091,DREDGE MBI 08,64,Passenger
13092,CG RELIANCE,64,Passenger
13093,CG CONFIDENCE,64,Passenger
13094,HARVEY STONE,64,Passenger
13095,GO MS.CHIEF,64,Passenger
13096,DEEP STIM III,64,Passenger
13097,ATOMIC,64,Passenger
13098,JOHN P LAB,64,Passenger
13099,CAJUN II,64,Passenger
13100,MIDNIGHT REIGN,64,Passenger
13101,CARIB WARRIOR,64,Passenger
13102,CG VIGOROUS,64,Passenger
13103,DEEP HELDER,65,Passenger
13104,ARTEMIS ANGLER,65,Passenger
13105,FUGRO BRASILIS,65,Passenger
13106,MARIA JOSE,65,Passenger
13107,MINNIE FALGOUT,65,Passenger
13108,APACHE,65,Passenger
13109,ELYSIAN,65,Passenger
13110,AMERICAN STAR,65,Passenger
13111,INGRAM TEST UNIT,65,Passenger
13112,DOUBLE DOWN,65,Passenger
13113,DELAWARE BAY,65,Passenger
13114,K-MARINE XXII,65,Passenger
13115,SALTWIND,65,Passenger
13116,CAPE HORN,65,Passenger
13117,CAPE COD,65,Passenger
13118,BUSTER,65,Passenger
13119,FRENCH WARSHIP,65,Passenger
13120,OCEAN PEACE,66,Passenger
13121,BLIND FAITH,66,Passenger
13122,BH651,66,Passenger
13123,OCEAN BREEZE,66,Passenger
13124,ILLINOIS,67,Passenger
13125,KAHANA II,67,Passenger
13126,PELEE ISLANDER II,67,Passenger
13127,H R MORRIS,67,Passenger
13128,ADELE ELISE,67,Passenger
13129,HODOR,67,Passenger
13130,CAPE KALA KANE,67,Passenger
13131,ALASKA,67,Passenger
13132,C R MCCASKILL,67,Passenger
13133,INDEPENDENCE,67,Passenger
13134,KYLIE WILLIAMS,67,Passenger
13135,MAGNOLIA TLP,67,Passenger
13136,VALARIS EXL II,67,Passenger
13137,RAM CHALLENGER,67,Passenger
13138,MAN O,67,Passenger
13139,CG ASPEN,68,Passenger
13140,CG ELM,68,Passenger
13141,MARTHA'S VINEYARD,68,Passenger
13142,CG SYCAMORE,68,Passenger
13143,CG HOLLYHOCK,68,Passenger
13144,ODYSSEA TITAN,68,Passenger
13145,CG MAPLE,68,Passenger
13146,ATTESSA,68,Passenger
13147,CG OAK,68,Passenger
13148,SYCARA V,68,Passenger
13149,CCGS JOHN P TULLY,68,Passenger
13150,CG JUNIPER,68,Passenger
13151,AMERICANA,68,Passenger
13152,GENERAL RUDDER,68,Passenger
13153,CG WILLOW,68,Passenger
13154,CG WALNUT,68,Passenger
13155,COSTA 6,68,Passenger
13156,STATE OF MICHIGAN,68,Passenger
13157,OCEAN RESEARCHER,69,Passenger
13158,PACIFICA II,69,Passenger
13159,GEO RESOLUTION,69,Passenger
13160,FREEDOM,69,Passenger
13161,LINDA LAQUAY,69,Passenger
13162,INTREPID,69,Passenger
13163,USNS INVINCIBLE,69,Passenger
13164,SAMAYA,69,Passenger
13165,JOHN H,70,Cargo
13166,ODYSSEA BARON,70,Cargo
13167,NANTUCKET,70,Cargo
13168,GOVERNOR,70,Cargo
13169,HOT POTATO,70,Cargo
13170,ODYSSEY III,70,Cargo
13171,CHERAMIE BOTRUC 40,70,Cargo
13172,SPECTRE,70,Cargo
13173,ODYSSEA COURAGE,70,Cargo
13174,ARCHIMEDES,70,Cargo
13175,ODYSSEA SPIRIT,70,Cargo
13176,E STROUD,70,Cargo
13177,FUGRO DISCOVERY,70,Cargo
13178,RAINIER,70,Cargo
13179,WW LONG LINE BUOY 5,70,Cargo
13180,CCGS GRIFFON,71,Cargo
13181,WOODS HOLE,71,Cargo
13182,GAY HEAD,71,Cargo
13183,EAGLE,71,Cargo
13184,KATAMA,71,Cargo
13185,SANKATY,71,Cargo
13186,GRASP,71,Cargo
13187,KOGO,71,Cargo
13188,SAVANHAH,71,Cargo
13189,CHERAMIE BOTRUC 41,71,Cargo
13190,HARVEY PIONEER,71,Cargo
13191,LAUREL,71,Cargo
13192,POTTER,71,Cargo
13193,SQUALL,71,Cargo
13194,NAIR,71,Cargo
13195,NFE CLEAN ENERGY,71,Cargo
13196,MARCUS G LANGSETH,71,Cargo
13197,OCEAN ENDEAVOUR,72,Cargo
13198,HOS DOMINATOR,72,Cargo
13199,OCEAN PATRIOT,72,Cargo
13200,JOANNE MORRISON,72,Cargo
13201,ST LOUIS,72,Cargo
13202,M.A.R.S. FREEDOM,72,Cargo
13203,OCEAN ODYSSEY,72,Cargo
13204,SEACOR DIAMOND,72,Cargo
13205,CAPT MIKE METZLER,72,Cargo
13206,NAT GEO VENTURE,73,Cargo
13207,C-RAMBLER,73,Cargo
13208,CG MACKINAW,73,Cargo
13209,STARBOUND,73,Cargo
13210,QUEEN OF MISSISSIPPI,73,Cargo
13211,MAERSK TENDER,73,Cargo
13212,NEIL ARMSTRONG,73,Cargo
13213,MAERSK TRADER,73,Cargo
13214,DYTAN,73,Cargo
13215,C-CARRIER,73,Cargo
13216,CHRONOS,73,Cargo
13217,C-PERFORMER,73,Cargo
13218,QUANTUM OF SOLACE,73,Cargo
13219,HARVEY EXPLORER,73,Cargo
13220,C-COMMANDER,73,Cargo
13221,HOS BRIMSTONE,73,Cargo
13222,YALLA,73,Cargo
13223,HARVEY PROVIDER,73,Cargo
13224,GENERAL JACKSON,74,Cargo
13225,ENSCO 75,74,Cargo
13226,PODIUM,74,Cargo
13227,MARS TLP,74,Cargo
13228,ARTEMIS ARCTIC,74,Cargo
13229,OCEAN INTERVENTION,74,Cargo
13230,SEACOR RELIANT,74,Cargo
13231,MISS JOANNA,74,Cargo
13232,NEW LONDON,75,Cargo
13233,REGULUS,75,Cargo
13234,QUINITSA,75,Cargo
13235,EXCELLENCE,75,Cargo
13236,BELLA VITA,75,Cargo
13237,ARROW,75,Cargo
13238,ULTRACARGA III,75,Cargo
13239,BREEZE,76,Cargo
13240,STRIL EXPLORER,76,Cargo
13241,PAULA LEE,76,Cargo
13242,HOS MYSTIQUE,76,Cargo
13243,EAGLEVIEW,76,Cargo
13244,LTG WILLIAM B BUNKER,76,Cargo
13245,USAV GEN B SOMERVELL,76,Cargo
13246,USNS WESTWIND,76,Cargo
13247,LIGHTNING,76,Cargo
13248,WADMALAW,76,Cargo
13249,CW3 HAROLD C CLINGER,76,Cargo
13250,PAT TILLMAN,76,Cargo
13251,HOS SWEET WATER,76,Cargo
13252,HOLSTEIN,76,Cargo
13253,THUNDER,76,Cargo
13254,BETTY K VIII,77,Cargo
13255,VALHALLA,77,Cargo
13256,OCEAN ROVER,77,Cargo
13257,ISLAND HOME,77,Cargo
13258,THOMAS DESMOND,77,Cargo
13259,BOARDWALK,77,Cargo
13260,BRANDON BORDELON,78,Cargo
13261,USAV CHARLES P GROSS,78,Cargo
13262,EMINENCE,78,Cargo
13263,BAYNES SOUND CONNECT,78,Cargo
13264,CONNOR BORDELON,78,Cargo
13265,WESTERN SPIRIT,78,Cargo
13266,COASTAL TRADER,78,Cargo
13267,AMARYLLIS,78,Cargo
13268,FUGRO EXPLORER,79,Cargo
13269,JEAN PIERRE LAB,79,Cargo
13270,PAUL W MURRILL,79,Cargo
13271,HILDA LAB,79,Cargo
13272,TORRENS TIDE,79,Cargo
13273,STIM STAR III,79,Cargo
13274,GENIE LAB,79,Cargo
13275,TAIYO CHUUK,79,Cargo
13276,OCEAN OBSERVER,80,Tanker
13277,TOISA VIGILANT,80,Tanker
13278,NEWPORT,80,Tanker
13279,AMERICA'S_FINEST,80,Tanker
13280,DEWITT C GREER,80,Tanker
13281,JOHN W JOHNSON,80,Tanker
13282,ISLAND NAGALIS,80,Tanker
13283,ATLANTIC KINGFISHER,80,Tanker
13284,ODYSSEA SQUIRE,80,Tanker
13285,ODYSSEA KNIGHT,80,Tanker
13286,RAY STOKER; JR,80,Tanker
13287,ROBERT H DEDMAN,80,Tanker
13288,GIBB GILCHRIST,80,Tanker
13289,CAROLINA,80,Tanker
13290,ISLAND K'ULUT'A,80,Tanker
13291,FULMAR EXPLORER,80,Tanker
13292,LA MER,80,Tanker
13293,ARTEFACT,80,Tanker
13294,HIGHLAND LIGHT,80,Tanker
13295,ALTAGRACE,81,Tanker
13296,ISLAND DISCOVERY,81,Tanker
13297,GL 65,81,Tanker
13298,KEITH COWAN,81,Tanker
13299,HARRY BRINDELL,81,Tanker
13300,CINDY BROWN TIDE,81,Tanker
13301,TROPIC NIGHT,81,Tanker
13302,G L 66,81,Tanker
13303,TROPIC OPAL,81,Tanker
13304,AIR,81,Tanker
13305,DREDGE BRUNSWICK,82,Tanker
13306,CG FORWARD,82,Tanker
13307,CG CAMPBELL,82,Tanker
13308,SEATTLE ENTERPRISE,82,Tanker
13309,MILLIE,82,Tanker
13310,CG HARRIET LANE,82,Tanker
13311,FRANKLIN,82,Tanker
13312,TROMS HERA,82,Tanker
13313,ROBIN,82,Tanker
13314,SIR WILFRID LAURIER,82,Tanker
13315,CG NORTHLAND,82,Tanker
13316,LUCY,82,Tanker
13317,CG LEGARE,82,Tanker
13318,WSF SALISH,83,Tanker
13319,KODIAK ENTERPRISE,83,Tanker
13320,WSF CHETZEMOKA,83,Tanker
13321,MITCHELL,83,Tanker
13322,AMERICAN DYNASTY,83,Tanker
13323,ATLANTIS,83,Tanker
13324,CALIFORNIA CHROME,83,Tanker
13325,ROGER REVELLE,83,Tanker
13326,MS CHARLOTTE,84,Tanker
13327,MAYNE QUEEN,84,Tanker
13328,KOMMANDOR SUSAN,84,Tanker
13329,PACIFIC GLACIER,84,Tanker
13330,ANDREA CHOUEST,84,Tanker
13331,HARVEY POWER,84,Tanker
13332,DAUPHIN ISLAND,84,Tanker
13333,DREDGE MCGEORGE,84,Tanker
13334,PELICAN ISLAND,84,Tanker
13335,RENEE,84,Tanker
13336,GRACIE CANDIES,84,Tanker
13337,INGRID,84,Tanker
13338,BOWEN QUEEN,84,Tanker
13339,SEVEN SEAS,84,Tanker
13340,PADRE ISLAND,85,Tanker
13341,DODGE ISLAND,85,Tanker
13342,MARY ELLEN,85,Tanker
13343,DOVE,85,Tanker
13344,C-LEGEND,85,Tanker
13345,AMERICN CONSTITUTION,85,Tanker
13346,HARVEY SPIRIT,85,Tanker
13347,HARVEY SUPPLIER,85,Tanker
13348,R S WEEKS,85,Tanker
13349,MIA,85,Tanker
13350,MARTIN,85,Tanker
13351,KELLY ANN CANDIES,85,Tanker
13352,HARVEY CARRIER,85,Tanker
13353,HARVEY HERMES,85,Tanker
13354,AQUILA,85,Tanker
13355,AMBER,85,Tanker
13356,BOLD,85,Tanker
13357,C-FIGHTER,85,Tanker
13358,CHRISTIAN CHOUEST,85,Tanker
13359,AMERICAN DUCHESS,85,Tanker
13360,KOBE CHOUEST,85,Tanker
13361,ELLA G,85,Tanker
13362,QUINSAM,86,Tanker
13363,SARA EXPRESS,86,Tanker
13364,SEVAN LOUISIANA,86,Tanker
13365,G L 501,86,Tanker
13366,CAPE HENLOPEN,86,Tanker
13367,GL 604,86,Tanker
13368,NEW JERSEY,86,Tanker
13369,JOSHUA CANDIES,86,Tanker
13370,GL 701,86,Tanker
13371,SANCO SPIRIT,86,Tanker
13372,NICKI CANDIES,86,Tanker
13373,G L 502,86,Tanker
13374,PARK CITY,87,Tanker
13375,AMERICAN TRIUMPH,87,Tanker
13376,LONIAN,87,Tanker
13377,FOUNTAINHEAD,87,Tanker
13378,ROCKAWAY,88,Tanker
13379,PORT RICHMOND,88,Tanker
13380,PT BARNUM,88,Tanker
13381,HUNTS POINT,88,Tanker
13382,WALLACE MCGEORGE,88,Tanker
13383,INDEPENDENCE,88,Tanker
13384,INFINITY,88,Tanker
13385,TUCKER CANDIES,88,Tanker
13386,F\V EVELINA DAROSA,88,Tanker
13387,OLIVIA O,88,Tanker
13388,RN WEEKS,89,Tanker
13389,HARVEY INTERVENTION,89,Tanker
13390,HARVEY SUPPORTER,89,Tanker
13391,HOS RED DAWN,89,Tanker
13392,HARVEY DEEP - SEA,89,Tanker
13393,SURF CHALLENGER,89,Tanker
13394,GRANT CANDIES,89,Tanker
13395,SPRINGBOK,89,Tanker
13396,L/B JILL,89,Tanker
13397,B E LINDHOLM,90,Other
13398,WSF TILLIKUM,90,Other
13399,POWHATAN,90,Other
13400,HOS RENAISSANCE,90,Other
13401,TROPIC MIST,90,Other
13402,AGNES CANDIES,90,Other
13403,MARMAC 303,90,Other
13404,SARA REGINA,90,Other
13405,TROPIC JADE,90,Other
13406,OCEAN EXPRESS,90,Other
13407,BABUN EXPRESS,90,Other
13408,MARMAC 302,90,Other
13409,HMS SPEY,90,Other
13410,BROOKE,91,Other
13411,AMERICAN EMPRESS,91,Other
13412,DELAWARE,91,Other
13413,CLARENCE MOORE,91,Other
13414,C-ENDURANCE,91,Other
13415,SEA DISCOVERER,91,Other
13416,GEMI,91,Other
13417,BLUE DOLPHIN,91,Other
13418,VICTORY I,91,Other
13419,BLUE TARPON,91,Other
13420,JUAN C,91,Other
13421,POTTER TIDE,91,Other
13422,BRITISH WARSHIP,91,Other
13423,HOS BLACK FOOT,92,Other
13424,WESTERN MONARCH,92,Other
13425,ISLAND ENTERPRISE,92,Other
13426,HOS WARLAND,92,Other
13427,AMERICAN.HARMONY,92,Other
13428,HARVEY HAWK,92,Other
13429,HARVEY ENERGY,92,Other
13430,HOS BLACK ROCK,92,Other
13431,HOS BAYOU,92,Other
13432,HARVEY AMERICA,92,Other
13433,ATTESSA IV,92,Other
13434,KUDU,92,Other
13435,HOS WOODLAND,92,Other
13436,HARVEY LIBERTY,92,Other
13437,HARVEY CONDOR,92,Other
13438,TROPIC GEM,92,Other
13439,ISLAND CHAMPION,93,Other
13440,GRAND REPUBLIC,93,Other
13441,ODYSSEA PHOENIX,93,Other
13442,SEN JOHN J MARCHI,94,Other
13443,SPIRIT OF AMERICA,94,Other
13444,VICTORY I,94,Other
13445,GOLDEN ALASKA,94,Other
13446,ANDREW J BARBERI,94,Other
13447,GUY V MOLINARI,94,Other
13448,SAMUEL I NEWHOUSE,94,Other
13449,COLUMBIA,94,Other
13450,AMERICAN COUNTESS,94,Other
13451,DEER ISLAND,94,Other
13452,ROSS CANDIES,94,Other
13453,CADE CANDIES,94,Other
13454,SOUTHERN TIDE,94,Other
13455,JAN CARIBE,94,Other
13456,ALYSSA CHOUEST,94,Other
13457,KISMET,95,Other
13458,STIM STAR IV,95,Other
13459,JS CHATRY,95,Other
13460,BLISS,95,Other
13461,PECAN ISLAND,95,Other
13462,EPIC CURACAO,95,Other
13463,SHIP ISLAND,95,Other
13464,LOUIS ARMSTRONG,95,Other
13465,CAT ISLAND,95,Other
13466,FANTASY ISLAND,95,Other
13467,HOS BLACK WATCH,95,Other
13468,DELTA MARINER,95,Other
13469,WINE ISLAND,95,Other
13470,HOS BRIARWOOD,95,Other
13471,MARSH ISLAND,95,Other
13472,AVERY ISLAND,95,Other
13473,GREAT EXPECTATIONS,95,Other
13474,Q4000,95,Other
13475,CAPE HENLOPEN,96,Other
13476,QUEEN OF CUMBERLAND,96,Other
13477,QUEEN OF CAPILANO,96,Other
13478,G.L. 58,96,Other
13479,LIBERTY ISLAND,96,Other
13480,GRAND ISLE,96,Other
13481,VAVA II,96,Other
13482,HOS COMMANDER,97,Other
13483,HOS CAPTAIN,97,Other
13484,AMERICAN JAZZ,97,Other
13485,C-CONSTRUCTOR,97,Other
13486,HOS CAROUSEL,97,Other
13487,Q5000,97,Other
13488,HOS CLAYMORE,97,Other
13489,HOS CLEARVIEW,97,Other
13490,HOS CEDAR RIDGE,97,Other
13491,AKIRA CHOUEST,97,Other
13492,SSG MICHAEL H. OLLIS,98,Other
13493,NGCC AMUNDSEN,98,Other
13494,NORTH RIVER,98,Other
13495,DINA POLARIS,99,Other
13496,JUAN DIEGO,99,Other
13497,SEASPAN GREG,99,Other
13498,PEARL MIST,99,Other
13499,PADDY CENAC,99,Other
13500,CARIBE LEGEND,99,Other
13501,HARVEY SUB-SEA,99,Other
13502,HARVEY BLUE SEA,99,Other
13503,SOMERS ISLES,99,Other
13504,PROGRESO,99,Other
13505,CARIBE MARINER,99,Other
13506,GUADALUPE,99,Other
13507,URSA TLP,99,Other
13508,CARIBE NAVIGATOR,99,Other
13509,SUN GAS,99,Other
13510,EMILY KOSAN,99,Other
13511,WSF CATHLAMET,100,Other
13512,COSMO,100,Other
13513,WSF CHELAN,100,Other
13514,WSF KITTITAS,100,Other
13515,WSF SEALTH,100,Other
13516,WSF ISSAQUAH,100,Other
13517,AMERICAN SONG,100,Other
13518,WSF KITSAP,100,Other
13519,TROPIC PALM,100,Other
13520,AMERICAN MELODY,100,Other
13521,ARCTIC STORM,101,Other
13522,COOKE,101,Other
13523,PAUL CANDIES,101,Other
13524,TAUROGAS,101,Other
13525,KASSOS,102,Other
13526,NAT GEO ORION,102,Other
13527,NORTHERN JAEGER,102,Other
13528,KEFALONIA,102,Other
13529,ISLAND SKY,102,Other
13530,USNS NEWPORT,103,Other
13531,USNS SPEARHEAD,103,Other
13532,USNS FALL RIVER,103,Other
13533,TERRAPIN ISLAND,103,Other
13534,AUGER TLP,103,Other
13535,USNS CITY OF BISMARC,103,Other
13536,NORTHERN EAGLE,104,Other
13537,COHO,104,Other
13538,NORTHERN HAWK,104,Other
13539,SEADREAM II,104,Other
13540,JACK & ST MALO FPU,104,Other
13541,USS JOHN WARNER,104,Other
13542,TOO ELUSIVE,105,Other
13543,PACIFIC HORIZON,105,Other
13544,SEA VENTURE,106,Other
13545,ESSAYONS,106,Other
13546,OCEAN FORCE,106,Other
13547,BALSA 93,106,Other
13548,ALAKAI,106,Other
13549,DINO CHOUEST,106,Other
13550,LANEY CHOUEST,106,Other
13551,RED HOOK,107,Other
13552,OSLO CARRIER 2,107,Other
13553,WISLABORG,107,Other
13554,USS MILWAUKEE,107,Other
13555,WAALBORG,107,Other
13556,OCEAN EVOLUTION,108,Other
13557,OSLO BULK 4,108,Other
13558,OSLO BULK 8,108,Other
13559,SEVEN NAVICA,108,Other
13560,OSLO BULK 2,108,Other
13561,SIGNET FREEDOM,109,Other
13562,VECTIS HARRIER,109,Other
13563,LIZ SLOSS,109,Other
13564,OCEAN INTREPID,109,Other
13565,SCUTUM,109,Other
13566,WSF CHIMACUM,110,Other
13567,SKEENA QUEEN,110,Other
13568,WSF SAMISH,110,Other
13569,WSF TOKITAE,110,Other
13570,KAOS,110,Other
13571,OLYMPUS TLP,110,Other
13572,WSF SUQUAMISH,111,Other
13573,IVER BRIGHT,111,Other
13574,CHARLESTON,111,Other
13575,REM SALTIRE,111,Other
13576,SEASPAN CAREEN,112,Other
13577,EXCELLENCE,112,Other
13578,STOLT SKUA,112,Other
13579,STOLT TEAL,112,Other
13580,FANNIN,113,Other
13581,RHOGAS,113,Other
13582,MOTLEY,113,Other
13583,OCEAN PRINCESS,113,Other
13584,THIBODAUX,113,Other
13585,VOLGO-BALT 214,113,Other
13586,LAMANTIN,113,Other
13587,KYLIE DUPRE,114,Other
13588,INTRA RECOIL,114,Other
13589,ROAN,114,Other
13590,ALASKA OCEAN,114,Other
13591,DIMMIT,114,Other
13592,KARNES,114,Other
13593,ELIN MERRITT,115,Other
13594,LUBBOCK,115,Other
13595,CAPT. ELLIOT CROCHET,115,Other
13596,REDFISH,115,Other
13597,CAPT DUB ALLEN,115,Other
13598,BRISCOE,115,Other
13599,ORANGE SPIRIT,115,Other
13600,POINT COMFORT,115,Other
13601,CHRIS MILLS,115,Other
13602,MAR DE CORTES,115,Other
13603,CORYELL,116,Other
13604,WSF KALEETAN,116,Other
13605,WSF YAKIMA,116,Other
13606,BAFFIN BAY,116,Other
13607,CARIBE MARIA,116,Other
13608,LARRY C,116,Other
13609,MOMENTUM SCAN,116,Other
13610,BONAIRE TRADER,116,Other
13611,INDUSTRIAL MORE,116,Other
13612,HOS STRONGLINE,116,Other
13613,PRINCESS SUPERIOR,117,Other
13614,AMERICAN QUEEN,117,Other
13615,WILLIAM GOLDING,117,Other
13616,DANIEL WISNER,117,Other
13617,NORTHERN ADVENTURE,117,Other
13618,MISTRAL A,117,Other
13619,GLENN EDWARDS,118,Other
13620,RILEY DEXTER,118,Other
13621,STEVE HOLCOMB,118,Other
13622,ONEGO ROTTERDAM,118,Other
13623,TIDE NAVIGATOR,118,Other
13624,PENSILVANIA,118,Other
13625,LAURA M,119,Other
13626,MAKENZI HAIDYN,119,Other
13627,BBC VELA,119,Other
13628,MACONDO,119,Other
13629,WHITE HORSE,119,Other
13630,A M RAYMOND,119,Other
13631,JASON GOLDING,119,Other
13632,EPIC SHIKOKU,119,Other
13633,BOWIE,119,Other
13634,WHITE STAR,119,Other
13635,KAZAK,119,Other
13636,GAZ AMARIS,119,Other
13637,VIVIAN,119,Other
13638,THUNDER BIRD,119,Other
13639,BEYLERBEYI,119,Other
13640,HAPPY BIRD,119,Other
13641,BBC EUROPE,119,Other
13642,LADYBOWER,119,Other
13643,LUBERSAC,119,Other
13644,OLEANDER,120,Other
13645,LESTER FULFER,120,Other
13646,ISLAND INTERVENTION,120,Other
13647,GAS PRIDE,120,Other
13648,SANDRA LEIGH IVEY,120,Other
13649,TRACEE LYNN,120,Other
13650,PROGAS ODYSSEY,120,Other
13651,IRENE A,120,Other
13652,TROPIC SUN,121,Other
13653,TROPIC TIDE,121,Other
13654,VECTIS ISLE,123,Other
13655,BAYOU ST.JOHN,123,Other
13656,STOLT FLAMENCO,123,Other
13657,STOLT QUETZAL,123,Other
13658,RALPH C,123,Other
13659,VECTIS CASTLE,124,Other
13660,GENIUS STAR XII,124,Other
13661,FRPD 309,124,Other
13662,WHEELER,124,Other
13663,ISLAND VICTORY,124,Other
13664,KYOWA ROSE,124,Other
13665,CAPE HATTERAS,125,Other
13666,INDIGO I,125,Other
13667,Q-OCEAN SERVICE,125,Other
13668,NBG 5,125,Other
13669,NBG4,125,Other
13670,EVERRICH 6,126,Other
13671,LUCY PG,126,Other
13672,USS CORONADO,127,Other
13673,UAL HOUSTON,127,Other
13674,CG STRATTON,127,Other
13675,ADDY LOU II,127,Other
13676,MESABI,127,Other
13677,SAWTOOTH,127,Other
13678,WARSHIP 20,128,Other
13679,JOSEPHINE,128,Other
13680,GASCHEM CARIBIC,128,Other
13681,GASCHEM ARCTIC,128,Other
13682,USS CANBERRA,128,Other
13683,US WARSHIP 22,129,Other
13684,SELFOSS,129,Other
13685,QUEEN OF NEW WESTMIN,129,Other
13686,SAVANNAH (LCS28),129,Other
13687,ALGOCANADA,129,Other
13688,TASING SWAN,129,Other
13689,FALCON,129,Other
13690,ARGOS PLATFORM,129,Other
13691,ALGONOVA,129,Other
13692,KRISTY ANN,130,Other
13693,MAGGIE RAE,130,Other
13694,ALI KA,130,Other
13695,SELASSE,130,Other
13696,GREEN GUATEMALA,131,Other
13697,HOS ACHIEVER,131,Other
13698,GREEN COSTA RICA,131,Other
13699,GREEN ITALIA,131,Other
13700,QUEEN B,132,Other
13701,ONEGO MERCHANT,132,Other
13702,ALGOSAR,132,Other
13703,CAPE ANN,132,Other
13704,BBC NAGASAKI,132,Other
13705,ONEGO TRAVELLER,132,Other
13706,UNDARUM,132,Other
13707,ONEGO TRADER,133,Other
13708,PALANCA LUANDA,133,Other
13709,PALANCA RIO,133,Other
13710,WSF SPOKANE,134,Other
13711,WSF WALLA WALLA,134,Other
13712,CHEMICAL FIGHTER,134,Other
13713,ORIENTAL MARGUERITE,134,Other
13714,NORDIC AKI,134,Other
13715,MIA  DESGAGNES,135,Other
13716,MICHIGAN,135,Other
13717,FLORENCE SPIRIT,136,Other
13718,NACC ARGONAUT,136,Other
13719,CENTURY ROYAL,137,Other
13720,FLORIJNGRACHT,137,Other
13721,CENTURY DREAM,137,Other
13722,FLORETGRACHT,137,Other
13723,CENTURY VENUS,137,Other
13724,CENTURY MELODY,137,Other
13725,MANITOULIN,138,Other
13726,WSF WENATCHEE,138,Other
13727,HEEMSKERKGRACHT,138,Other
13728,WSF TACOMA,138,Other
13729,WSF PUYALLUP,138,Other
13730,HAPPY ROVER,138,Other
13731,NOMADIC MILDE,138,Other
13732,PACIFICA,138,Other
13733,COE LENI,138,Other
13734,BBC VERMONT,138,Other
13735,LOUISE AUERBACH,138,Other
13736,ERIK,138,Other
13737,JACQUELINE C,138,Other
13738,HAPPY RIVER,138,Other
13739,RISING SUN,138,Other
13740,MARBELLA CARRIER,138,Other
13741,AS LAGUNA,138,Other
13742,DIANA J,139,Other
13743,MURCIA CARRIER,139,Other
13744,QUEEN OF SURREY,139,Other
13745,QUEEN OF COWICHAN,139,Other
13746,QUEEN OF COQUITLAM,139,Other
13747,QUEEN OF OAK BAY,139,Other
13748,EVANS SPIRIT,139,Other
13749,K-BREEZE,139,Other
13750,QUEEN OF ALBERNI,139,Other
13751,PEGASUS J,139,Other
13752,HOHEBANK,139,Other
13753,K-STORM,139,Other
13754,SEABOARD PATRIOT,139,Other
13755,USS COLE,139,Other
13756,DENEB J,139,Other
13757,UAL FORTITUDE,139,Other
13758,JSP AMIHAN,139,Other
13759,INDUSTRIAL EDGE,139,Other
13760,USS CURTIS WILBUR,139,Other
13761,USS FITZGERALD,139,Other
13762,PAUL HAMILTON,139,Other
13763,USS JOHN S MCCAIN,139,Other
13764,USS MCFAUL,139,Other
13765,DURABLE,140,Other
13766,CG MIDGETT,140,Other
13767,ATLANTIK PRIDE,140,Other
13768,MCKEIL SPIRIT,140,Other
13769,BLAIR MCKEIL,140,Other
13770,UNDAUNTED,141,Other
13771,CHEM AMSTERDAM,141,Other
13772,TREY DELOACH,142,Other
13773,JOSE MARIA ESPANA,142,Other
13774,ADRIATICBORG,142,Other
13775,BBC RIO GRANDE,142,Other
13776,USS JASON DUNHAM,142,Other
13777,THEKLA SCHULTE,142,Other
13778,CHIP LANDRY,142,Other
13779,USS LASSEN,142,Other
13780,USS SPRUANCE,142,Other
13781,MARSGRACHT,142,Other
13782,HAPPY KESTREL,143,Other
13783,STORHOLMEN,143,Other
