key,numeric type,string type,ID,time ratio,number of line segments,mean speed,standard deviation in speed,number of acceleration points,length,ratio of width to length,type of cargo,receiver class,number of neighbors
CALLWDK9319_MMSI368102530,30,Fishing,call sign,0.0258,0.5075,0.4893,0.4689,0.4502,0.6457,0.3571,0,B,0.0046
CALLWDK9327_MMSI368102610,36,Pleasure Craft/Sailing,call sign,0.0238,0.5,0.3743,0.4709,0.5,0.31,0.2857,0,B,0.0046
CALLWDK9337_MMSI368102710,30,Fishing,call sign,0.0608,0.5075,0.471,0.4728,0.4502,0.3543,0.375,0,B,0.3709
CALLWDK9365_MMSI368102970,37,Pleasure Craft/Sailing,call sign,0.0355,0.505,0.5142,0.4774,0.8909,0.475,0.2857,1.9,A,0.0046
CALLWDK9403_MMSI368103360,31,Tug Tow,call sign,0.025,0.51,0.5047,0.4765,0.4502,0.5,0.3636,4.0,A,0.0046
CALLWDK9416_MMSI368103510,31,Tug Tow,call sign,0.0358,0.5,0.3663,0.4734,0.4502,0.5498,0.4167,3.0,A,0.5594
CALLWDK9418_MMSI368103530,32,Tug Tow,call sign,0.5155,0.5175,0.4141,0.4729,0.4502,0.8455,0.3333,0.0,A,0.0046
CALLWDK9419_MMSI368103540,31,Tug Tow,call sign,0.6094,0.5399,0.4214,0.4774,0.9734,0.9168,0.3043,2.8,A,0.4138
CALLWDK9420_MMSI368103550,0,Unknown,call sign,0.3217,0.5175,0.4253,0.4776,0.8022,0.4502,0.45,2.7,A,0.5594
CALLWDK9421_MMSI368103560,53,Other,call sign,0.2407,0.515,0.4383,0.4762,0.8581,0.4502,0.45,3.0,A,0.3399
CALLWDK9442_MMSI368103770,31,Tug Tow,call sign,0.489,0.5175,0.4368,0.4786,0.9781,0.9526,0.2885,3.5,A,0.5059
CALLWDK9477_MMSI368104110,37,Pleasure Craft/Sailing,call sign,0.0791,0.51,0.5307,0.5064,0.4502,0.2689,0.3333,0,B,0.0046
CALLWDK9502_MMSI368104310,57,Other,call sign,0.1587,0.5125,0.4529,0.475,0.4502,1.0,0.0829,2.9,A,0.4884
CALLWDK9517_MMSI368104390,31,Tug Tow,call sign,0.4154,0.5175,0.3956,0.4727,0.4502,0.1419,1.25,0.0,A,0.3828
CALLWDK9538_MMSI368004560,90,Other,call sign,0.0893,0.5125,0.4574,0.4746,0.4502,0.475,0.381,0.0,A,0.5746
CALLWDK9545_MMSI368104620,30,Fishing,call sign,0.0311,0.5075,0.4898,0.4742,0.4502,0.525,0.3043,0.0,A,0.0046
CALLWDK9571_MMSI368104880,30,Fishing,call sign,0.0392,0.505,0.3775,0.4667,0.4502,0.9644,0.1818,0,B,0.0046
CALLWDK9588_MMSI368105050,30,Fishing,call sign,0.0973,0.5075,0.3804,0.4679,0.4502,0.6457,0.2857,0,B,0.0046
CALLWDK9597_MMSI368105110,30,Fishing,call sign,0.2186,0.5125,0.4843,0.4828,0.4502,0.475,0.3333,0,B,0.2823
CALLWDK9609_MMSI338553000,37,Pleasure Craft/Sailing,call sign,0.0381,0.51,0.6271,0.4789,0.5,0.525,0.2609,0,B,0.0046
CALLWDK9610_MMSI368105180,31,Tug Tow,call sign,0.3933,0.5175,0.4324,0.4761,0.4502,0.4013,0.3889,0.0,A,0.5523
CALLWDK9666_MMSI368105620,31,Tug Tow,call sign,0.0072,0.5,0.4336,0.4755,0.4502,0.5987,0.3846,3.4,A,0.0046
CALLWDK9676_MMSI368105730,37,Pleasure Craft/Sailing,call sign,0.5208,0.51,0.3585,0.4812,0.4502,0.2315,0.3,0,B,0.0046
CALLWDK9704_MMSI368106010,36,Pleasure Craft/Sailing,call sign,0.0212,0.5075,0.4623,0.4718,0.4502,0.3775,0.4706,0,B,0.0046
CALLWDK9709_MMSI368106060,37,Pleasure Craft/Sailing,call sign,0.0,0.495,0.7446,0.5259,0.4502,0.2891,0.3077,0,B,0.0046
CALLWDK9723_MMSI368106220,70,Cargo,call sign,0.5858,0.5175,0.4351,0.4815,0.4502,0.4502,0.5,0.0,A,0.0046
CALLWDK9734_MMSI368106230,31,Tug Tow,call sign,0.7534,0.5175,0.4305,0.4789,0.9997,0.525,0.3478,0.0,A,0.3402
CALLWDK9735_MMSI368106240,37,Pleasure Craft/Sailing,call sign,0.0651,0.5125,0.9391,0.532,0.4502,0.0998,0,0,B,0.3744
CALLWDK9744_MMSI368106340,31,Tug Tow,call sign,0.2906,0.515,0.397,0.4712,0.4502,0.69,0.3333,0.0,A,0.0046
CALLWDK9748_MMSI368106370,57,Other,call sign,0.4026,0.5175,0.4253,0.4728,0.8176,1.0,0.0901,2.7,A,0.5041
CALLWDK9768_MMSI368106480,37,Pleasure Craft/Sailing,call sign,0.1538,0.515,0.4623,0.4734,0.4502,0.3318,0.3333,0,B,0.4293
CALLWDK9770_MMSI368106292,57,Other,call sign,0.3179,0.51,0.3823,0.4754,0.4502,0.5,0.4545,3.0,A,0.0046
CALLWDK9774_MMSI368106540,37,Pleasure Craft/Sailing,call sign,0.2912,0.51,0.7771,0.5768,0.4502,0.0998,0,0,B,0.3754
CALLWDK9783_MMSI368106640,37,Pleasure Craft/Sailing,call sign,0.0756,0.505,0.4985,0.4682,0.4502,0.5,0.2727,0,B,0.3902
CALLWDK9793_MMSI368106730,32,Tug Tow,call sign,0.0054,0.495,0.3489,0.4691,0.4502,0.4013,0.3333,7.5,A,0.0046
CALLWDK9830_MMSI368107020,37,Pleasure Craft/Sailing,call sign,0.0355,0.5075,0.4076,0.4682,0.4502,0.2142,0.2222,0,B,0.0046
CALLWDK9838_MMSI368107080,36,Pleasure Craft/Sailing,call sign,0.0176,0.505,0.3956,0.4765,0.4502,0.168,1.1667,0,B,0.0046
CALLWDK9850_MMSI368107220,37,Pleasure Craft/Sailing,call sign,0.0,0.495,0.3336,0.4631,0.4502,0.2891,0.3077,0,B,0.0046
CALLWDK9852_MMSI368107240,36,Pleasure Craft/Sailing,call sign,0.5721,0.52,0.4217,0.4681,0.8581,0.3318,0.1333,0,B,0.3911
CALLWDK9875_MMSI368107460,36,Pleasure Craft/Sailing,call sign,0.0517,0.51,0.4482,0.4743,0.4502,0.2891,0.6154,0,B,0.0046
CALLWDK9906_MMSI368107670,52,Unknown,call sign,0.157,0.5125,0.4643,0.4814,0.4502,0.69,0.3333,5.5,A,0.5071
CALLWDK9926_MMSI368048930,36,Pleasure Craft/Sailing,call sign,0.1129,0.5125,0.418,0.4706,0.4502,0.2689,0.3333,0,B,0.0046
CALLWDK9965_MMSI368108040,37,Pleasure Craft/Sailing,call sign,0.0125,0.505,0.517,0.4934,0.6225,0.4256,0.3158,0,B,0.0046
CALLWDK9974_MMSI368108120,57,Other,call sign,0.2074,0.515,0.4344,0.4705,0.5744,1.0,0.0546,3.0,A,0.4568
CALLWDK9988_MMSI368108250,36,Pleasure Craft/Sailing,call sign,0.2217,0.515,0.4477,0.4709,0.9089,0.2891,0.4615,0,B,0.3659
CALLWDL 883_MMSI367154000,37,Pleasure Craft/Sailing,call sign,0.0765,0.51,0.4618,0.4804,0.6225,0.525,0.2609,0,B,0.0046
CALLWDL2002_MMSI368108370,60,Passenger,call sign,0.0479,0.51,0.5369,0.5256,0.4502,0.3543,0.25,0,B,0.0046
CALLWDL2026_MMSI368108490,30,Fishing,call sign,0.1133,0.5125,0.498,0.466,0.4502,0.31,0.4286,0,B,0.194
CALLWDL2028_MMSI368108520,36,Pleasure Craft/Sailing,call sign,0.0405,0.51,0.4631,0.4753,0.4502,0.31,0.3571,0,B,0.0046
CALLWDL2110_MMSI368109220,37,Pleasure Craft/Sailing,call sign,0.3508,0.515,0.8618,0.552,0.4502,0.3318,0.2667,0,B,0.0046
CALLWDL2141_MMSI368109430,31,Tug Tow,call sign,0.0171,0.505,0.4341,0.4723,0.4502,0.1978,0.75,0,B,0.0046
CALLWDL2156_MMSI368109480,36,Pleasure Craft/Sailing,call sign,0.0336,0.5075,0.4688,0.4682,0.4502,0.3775,0.4706,0,B,0.0046
CALLWDL2157_MMSI368109490,30,Fishing,call sign,0.0152,0.5,0.3858,0.4639,0.4502,0.7311,0.25,0,B,0.352
CALLWDL2161_MMSI368109530,57,Other,call sign,0.5833,0.5671,0.4056,0.4733,0.4502,1.0,0.061,3.1,A,0.5319
CALLWDL2174_MMSI368109650,37,Pleasure Craft/Sailing,call sign,0.0246,0.5025,0.5177,0.4804,0.4502,0.31,0.5,0,B,0.0046
CALLWDL2192_MMSI368109810,37,Pleasure Craft/Sailing,call sign,0.0016,0.5,0.4606,0.4862,0.4502,0.3543,0.3125,0,B,0.3523
CALLWDL2211_MMSI338053000,38,Other,call sign,0.0149,0.5075,0.7326,0.4898,0.5498,0.8455,0.2051,0.0,A,0.3149
CALLWDL2214_MMSI368110020,30,Fishing,call sign,0.0691,0.5125,0.489,0.4742,0.4502,0.5,0.3636,0,B,0.0046
CALLWDL2217_MMSI368110050,52,Unknown,call sign,0.2389,0.515,0.4312,0.4789,0.7311,0.5987,0.3462,4.5,A,0.0046
CALLWDL2223_MMSI368110120,36,Pleasure Craft/Sailing,call sign,0.0164,0.505,0.4151,0.477,0.4502,0.2315,0.4,0,B,0.0046
CALLWDL2234_MMSI368110190,52,Unknown,call sign,0.174,0.515,0.4925,0.4735,0.4502,0.7503,0.303,2.6,A,0.352
CALLWDL2249_MMSI368110360,37,Pleasure Craft/Sailing,call sign,0.0173,0.4975,0.4773,0.473,0.4502,0.1824,0.4286,0,B,0.0046
CALLWDL2256_MMSI368110430,57,Other,call sign,0.5391,0.5399,0.4383,0.4734,0.4502,1.0,0.0784,2.7,A,0.5085
CALLWDL2276_MMSI368110590,37,Pleasure Craft/Sailing,call sign,0.0187,0.505,0.5861,0.5328,0.5498,0.4502,0.3,0,B,0.0046
CALLWDL2286_MMSI368110680,36,Pleasure Craft/Sailing,call sign,0.0,0.495,0.31,0.4626,0.4502,0.2891,0.6154,0,B,0.0046
CALLWDL2303_MMSI368110860,36,Pleasure Craft/Sailing,call sign,0.0458,0.5075,0.4195,0.4774,0.4502,0.31,0.5714,0,B,0.0046
CALLWDL2314_MMSI368110960,30,Fishing,call sign,0.5546,0.5175,0.367,0.4676,0.4502,0.475,0.2857,0,B,0.0046
CALLWDL2319_MMSI368111010,31,Tug Tow,call sign,0.0114,0.5,0.3929,0.47,0.4502,0.525,0.3913,0.0,A,0.0046
CALLWDL2328_MMSI368111090,52,Unknown,call sign,0.0006,0.4975,0.4489,0.4636,0.4502,0.1978,0.5,0,B,0.0046
CALLWDL2331_MMSI368111130,36,Pleasure Craft/Sailing,call sign,0.0067,0.5,0.3994,0.4716,0.4502,0.3543,0.3125,0,B,0.3577
CALLWDL2355_MMSI368111310,36,Pleasure Craft/Sailing,call sign,0.0384,0.5075,0.4044,0.4682,0.69,0.2315,0.4,0,B,0.0046
CALLWDL2356_MMSI366725960,30,Fishing,call sign,0.005,0.4975,0.501,0.4653,0.4502,0.4013,0.3333,0,B,0.0046
CALLWDL2381_MMSI368111560,51,Other,call sign,0.0309,0.505,0.8956,0.5508,0.4502,0.7503,0.0909,0.0,A,0.5217
CALLWDL2400_MMSI367455930,36,Pleasure Craft/Sailing,call sign,0.004,0.4975,0.375,0.4721,0.4502,0.2497,0.3636,0,B,0.0046
CALLWDL2406_MMSI368111780,30,Fishing,call sign,0.0662,0.5075,0.475,0.4715,0.4502,0.6225,0.2963,0,B,0.3709
CALLWDL2408_MMSI368111810,37,Pleasure Craft/Sailing,call sign,0.0205,0.5075,0.3941,0.4731,1.0,0.3318,0.3333,0,B,0.0046
CALLWDL2409_MMSI367733220,0,Unknown,call sign,0.1618,0.5075,0.3853,0.4746,0.4502,0.3318,0.4,2.2,A,0.1621
CALLWDL2420_MMSI368111890,37,Pleasure Craft/Sailing,call sign,0.0179,0.505,0.7116,0.5245,0.4502,0.2689,0.3333,0,B,0.0046
CALLWDL2423_MMSI368111920,47,Other,call sign,0.0177,0.5025,0.8168,0.5484,0.4502,0.1978,0.375,0,B,0.0046
CALLWDL2424_MMSI368111930,90,Other,call sign,0.0102,0.505,0.8015,0.5315,0.4502,0.2497,0.1818,0,B,0.0046
CALLWDL2425_MMSI368111940,90,Other,call sign,0.0338,0.505,0.687,0.5467,0.4502,0.2315,0.3,0,B,0.0046
CALLWDL2426_MMSI368111950,90,Other,call sign,0.0936,0.5125,0.5523,0.4924,0.4502,0.3543,0.3125,0,B,0.5217
CALLWDL2433_MMSI368111990,36,Pleasure Craft/Sailing,call sign,0.1073,0.5125,0.4738,0.4747,0.4502,0.31,0.2857,0,B,0.0046
CALLWDL2435_MMSI368112020,36,Pleasure Craft/Sailing,call sign,0.0245,0.505,0.4371,0.4671,0.4502,0.2689,0.5833,0,B,0.0046
CALLWDL2437_MMSI368112030,37,Pleasure Craft/Sailing,call sign,0.0866,0.5125,0.4998,0.4724,0.4502,0.31,0.3571,0,B,0.3455
